Entry,Entry name,Status,Protein names,Cross-reference (DrugBank),Annotation
K7YET6,K7YET6_CANLF,unreviewed,p16/INK4A cyclin-dependent kinase inhibitor,,1 out of 5
A0A2Y9DLS9,A0A2Y9DLS9_TRIMA,unreviewed,breast cancer metastasis-suppressor 1-like protein isoform X2,,1 out of 5
A0A0K0MUI4,A0A0K0MUI4_9EUTH,unreviewed,Breast cancer protein 1 (Fragment),,1 out of 5
A0A0S1RU57,A0A0S1RU57_9EUTH,unreviewed,Breast cancer 1 (Fragment),,1 out of 5
A0A0K0MVA7,A0A0K0MVA7_9EUTH,unreviewed,Breast cancer protein 1 (Fragment),,1 out of 5
A0A3G7IQN8,A0A3G7IQN8_SORAL,unreviewed,Breast cancer type 2 susceptibility protein (Fragment),,1 out of 5
A0A2Y9R738,A0A2Y9R738_TRIMA,unreviewed,breast cancer anti-estrogen resistance protein 3,,1 out of 5
A0A075W5V2,A0A075W5V2_9META,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
I3XIY5,I3XIY5_SORLO,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A3Q7P323,A0A3Q7P323_CALUR,unreviewed,breast cancer anti-estrogen resistance protein 3 isoform X2,,1 out of 5
A0A6J3QDQ4,A0A6J3QDQ4_TURTR,unreviewed,breast cancer anti-estrogen resistance protein 1 isoform X2,,1 out of 5
A0A075W3U5,A0A075W3U5_9META,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A0S1RWE7,A0A0S1RWE7_9EUTH,unreviewed,Breast cancer 1 (Fragment),,1 out of 5
A0A0K0MUD8,A0A0K0MUD8_9EUTH,unreviewed,Breast cancer protein 1 (Fragment),,1 out of 5
K4PM44,K4PM44_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
K4PUY4,K4PUY4_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
B5SRE5,B5SRE5_CRODS,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A6P6BX28,A0A6P6BX28_PTEVA,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A1J0N4E7,A0A1J0N4E7_MOGWO,unreviewed,Breast cancer 2 (Fragment),,1 out of 5
A0A7L7TUP1,A0A7L7TUP1_PTESM,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
A0A3Q7PCU2,A0A3Q7PCU2_CALUR,unreviewed,breast cancer anti-estrogen resistance protein 3 isoform X1,,1 out of 5
K4PPF7,K4PPF7_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A6J3QBE5,A0A6J3QBE5_TURTR,unreviewed,breast cancer type 2 susceptibility protein isoform X2,,1 out of 5
A0A2Y9RWR4,A0A2Y9RWR4_TRIMA,unreviewed,breast cancer type 2 susceptibility protein,,1 out of 5
A0A4D6YV59,A0A4D6YV59_UROGR,unreviewed,Breast cancer 2 (Fragment),,1 out of 5
A0A2Y9RLS4,A0A2Y9RLS4_TRIMA,unreviewed,breast cancer type 2 susceptibility protein-like,,1 out of 5
A0A6P9FLZ2,A0A6P9FLZ2_ZALCA,unreviewed,breast cancer metastasis-suppressor 1-like protein isoform X3,,1 out of 5
A0A1J0N466,A0A1J0N466_9EUTH,unreviewed,Breast cancer 2 (Fragment),,1 out of 5
A0A1J0N2A6,A0A1J0N2A6_SORUN,unreviewed,Breast cancer 1 (Fragment),,1 out of 5
A0A142IJS8,A0A142IJS8_9META,unreviewed,Breast cancer susceptibility protein 1 (Fragment),,1 out of 5
B5SRK2,B5SRK2_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A2U8U5L6,A0A2U8U5L6_DIDAU,unreviewed,Breast cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A6I9JBL0,A0A6I9JBL0_CHRAS,unreviewed,breast cancer anti-estrogen resistance protein 1,,1 out of 5
A0A060GNP9,A0A060GNP9_9META,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A1J0N475,A0A1J0N475_NEUGI,unreviewed,Breast cancer 2 (Fragment),,1 out of 5
A0A0F7GG79,A0A0F7GG79_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A3G7IR38,A0A3G7IR38_9EUTH,unreviewed,Breast cancer type 2 susceptibility protein (Fragment),,1 out of 5
A0A6P6CV94,A0A6P6CV94_PTEVA,unreviewed,breast cancer metastasis-suppressor 1 isoform X3,,1 out of 5
K4PUZ1,K4PUZ1_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
U6DGR0,U6DGR0_NEOVI,unreviewed,Breast cancer anti-estrogen resistance protein 3 (Fragment),,1 out of 5
A0A0K0MVJ4,A0A0K0MVJ4_9EUTH,unreviewed,Breast cancer protein 1 (Fragment),,1 out of 5
A0A0S1RLI0,A0A0S1RLI0_9EUTH,unreviewed,Breast cancer 1 (Fragment),,1 out of 5
A0A3Q7PN61,A0A3Q7PN61_CALUR,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A0F6NU20,A0A0F6NU20_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
K4PLX6,K4PLX6_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A0K0MUD4,A0A0K0MUD4_9EUTH,unreviewed,Breast cancer protein 1 (Fragment),,1 out of 5
A6MN42,A6MN42_EPTFU,unreviewed,Breast cancer type 1 (Fragment),,1 out of 5
A0A088MGF1,A0A088MGF1_HEMAU,unreviewed,Breast cancer protein 1 (Fragment),,1 out of 5
A0A341BQQ2,A0A341BQQ2_NEOAA,unreviewed,breast cancer metastasis-suppressor 1 isoform X1,,1 out of 5
L8ILH5,L8ILH5_9CETA,unreviewed,Breast cancer anti-estrogen resistance protein 1 (Fragment),,1 out of 5
A0A1J0N450,A0A1J0N450_NEUGI,unreviewed,Breast cancer 2 (Fragment),,1 out of 5
E3U397,E3U397_SORMN,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
E3U3A5,E3U3A5_SORMN,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A6P5BHC4,A0A6P5BHC4_BOSIN,unreviewed,breast cancer anti-estrogen resistance protein 3 isoform X2,,1 out of 5
A0A1L5JK68,A0A1L5JK68_CANLF,unreviewed,Breast cancer type 2 susceptibility protein (Fragment),,1 out of 5
A0A2I2Z205,A0A2I2Z205_GORGO,unreviewed,Breast cancer type 1 susceptibility protein homolog,,1 out of 5
A0A6P5CMT4,A0A6P5CMT4_BOSIN,unreviewed,breast cancer type 2 susceptibility protein,,1 out of 5
G1RN17,G1RN17_NOMLE,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A5F4CQK7,A0A5F4CQK7_CANLF,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
Q20CN9,Q20CN9_ODOVR,unreviewed,Breast and ovarian cancer susceptibility 1 (Fragment),,1 out of 5
A0A341B8W8,A0A341B8W8_NEOAA,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
B5SRG3,B5SRG3_CROLP,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A2I3GFS6,A0A2I3GFS6_NOMLE,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A6P5DGT9,A0A6P5DGT9_BOSIN,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
F1PAI7,F1PAI7_CANLF,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A1L5JK64,A0A1L5JK64_CANLF,unreviewed,Breast cancer type 2 susceptibility protein (Fragment),,1 out of 5
A0A2K5YGI0,A0A2K5YGI0_MANLE,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
I3XJ13,I3XJ13_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A3G7IQN6,A0A3G7IQN6_SORMN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
E3U3A4,E3U3A4_SORMN,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
I3XJ31,I3XJ31_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A0S2CEI4,A0A0S2CEI4_9EUTH,unreviewed,Breast cancer protein 1 (Fragment),,1 out of 5
A0A6P5DNF5,A0A6P5DNF5_BOSIN,unreviewed,breast cancer metastasis-suppressor 1-like protein,,1 out of 5
A0A341CSP9,A0A341CSP9_NEOAA,unreviewed,breast cancer metastasis-suppressor 1-like protein isoform X3,,1 out of 5
E3U394,E3U394_SORMN,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
E3U389,E3U389_SORMN,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A0S2CEK6,A0A0S2CEK6_9EUTH,unreviewed,Breast cancer protein 1 (Fragment),,1 out of 5
A0A341CVJ4,A0A341CVJ4_NEOAA,unreviewed,breast cancer metastasis-suppressor 1-like protein isoform X2,,1 out of 5
A0A2I3HB10,A0A2I3HB10_NOMLE,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
B5SRB6,B5SRB6_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A6P5CT67,A0A6P5CT67_BOSIN,unreviewed,breast cancer metastasis-suppressor 1-like protein,,1 out of 5
A0A1J0N4A2,A0A1J0N4A2_9EUTH,unreviewed,Breast cancer 2 (Fragment),,1 out of 5
B5SRL9,B5SRL9_SUNMG,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
K4PUY5,K4PUY5_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A075W4N5,A0A075W4N5_MONDO,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A2Y9SW06,A0A2Y9SW06_PHYMC,unreviewed,breast cancer anti-estrogen resistance protein 1 isoform X1,,1 out of 5
K4PLY4,K4PLY4_SUNMG,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A2K5C6H5,A0A2K5C6H5_AOTNA,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A0F6NTT2,A0A0F6NTT2_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
K4PPK0,K4PPK0_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A2U4BP59,A0A2U4BP59_TURTR,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A2K5C6K9,A0A2K5C6K9_AOTNA,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A2U4BJ78,A0A2U4BJ78_TURTR,unreviewed,breast cancer metastasis-suppressor 1 isoform X2,,1 out of 5
A0A6J3QBE6,A0A6J3QBE6_TURTR,unreviewed,breast cancer type 2 susceptibility protein isoform X7,,1 out of 5
A0A075W3R5,A0A075W3R5_MONDO,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
I3XIT9,I3XIT9_SORCI,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A3G7IQF2,A0A3G7IQF2_SORCI,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
A0A1J0N285,A0A1J0N285_CRODS,unreviewed,Breast cancer 1 (Fragment),,1 out of 5
A0A7L7TM09,A0A7L7TM09_PTECN,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
K4PPI3,K4PPI3_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A4D6V3N1,A0A4D6V3N1_ANTGO,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
Q20CP2,Q20CP2_HYLAG,unreviewed,Breast and ovarian cancer susceptibility 1 (Fragment),,1 out of 5
A0A3G7IQX8,A0A3G7IQX8_9EUTH,unreviewed,Breast cancer type 2 susceptibility protein (Fragment),,1 out of 5
A0A2U4BPI6,A0A2U4BPI6_TURTR,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A6P4TF47,A0A6P4TF47_PANPR,unreviewed,breast cancer metastasis-suppressor 1 isoform X3,,1 out of 5
W8RLK9,W8RLK9_9EUTH,unreviewed,Breast cancer susceptibility 1 protein (Fragment),,1 out of 5
S7N824,S7N824_MYOBR,unreviewed,Breast cancer metastasis-suppressor 1 like protein,,1 out of 5
A0A650E788,A0A650E788_SORHY,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
W8RZQ8,W8RZQ8_9EUTH,unreviewed,Breast cancer susceptibility 1 protein (Fragment),,1 out of 5
W8SHL5,W8SHL5_9EUTH,unreviewed,Breast cancer susceptibility 1 protein (Fragment),,1 out of 5
A0A2F0BJM2,A0A2F0BJM2_ESCRO,unreviewed,Breast cancer metastasis-suppressor 1-like protein (Fragment),,1 out of 5
C1IZK9,C1IZK9_CALPD,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A341B918,A0A341B918_NEOAA,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A6P5DG40,A0A6P5DG40_BOSIN,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
D9DA24,D9DA24_CROFU,unreviewed,Breast cancer 1 protein (Fragment),,1 out of 5
I7G4Q5,I7G4Q5_MACFA,unreviewed,"Macaca fascicularis brain cDNA clone: QtrA-18873, similar to human amplified in breast cancer 1 (ABC1), mRNA, RefSeq: NM_022070.3",,1 out of 5
B5SRK3,B5SRK3_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
U5TXK2,U5TXK2_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A0K0MUK1,A0A0K0MUK1_9EUTH,unreviewed,Breast cancer protein 1 (Fragment),,1 out of 5
A0A3G7IQN7,A0A3G7IQN7_SORCY,unreviewed,Breast cancer type 2 susceptibility protein (Fragment),,1 out of 5
S7MUE6,S7MUE6_MYOBR,unreviewed,Breast cancer metastasis-suppressor 1-like protein,,1 out of 5
A0A4D6V117,A0A4D6V117_ANTFL,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
A0A6P4VXK4,A0A6P4VXK4_PANPR,unreviewed,breast cancer type 2 susceptibility protein isoform X2,,1 out of 5
A0A3G7IQL7,A0A3G7IQL7_SORHY,unreviewed,Breast cancer type 2 susceptibility protein (Fragment),,1 out of 5
A0A1J0N449,A0A1J0N449_SCAAQ,unreviewed,Breast cancer 2 (Fragment),,1 out of 5
A0A2K6MZL9,A0A2K6MZL9_RHIBE,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
U5U096,U5U096_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A3G7IQP0,A0A3G7IQP0_SORAR,unreviewed,Breast cancer type 2 susceptibility protein (Fragment),,1 out of 5
B5SRL7,B5SRL7_SYLLU,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A6J3I8K0,A0A6J3I8K0_SAPAP,unreviewed,breast cancer metastasis-suppressor 1 isoform X1,,1 out of 5
D9DA26,D9DA26_9EUTH,unreviewed,Breast cancer 1 protein (Fragment),,1 out of 5
A0A643CBR8,A0A643CBR8_BALPH,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A1J0N454,A0A1J0N454_SCAAQ,unreviewed,Breast cancer 2 (Fragment),,1 out of 5
L5KPR6,L5KPR6_PTEAL,unreviewed,Breast cancer metastasis-suppressor 1 like protein,,1 out of 5
W8RZR5,W8RZR5_9EUTH,unreviewed,Breast cancer susceptibility 1 protein (Fragment),,1 out of 5
A0A6G7K3F1,A0A6G7K3F1_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
W8RLN3,W8RLN3_9EUTH,unreviewed,Breast cancer susceptibility 1 protein (Fragment),,1 out of 5
W8RZR1,W8RZR1_9EUTH,unreviewed,Breast cancer susceptibility 1 protein (Fragment),,1 out of 5
W8RVV7,W8RVV7_9EUTH,unreviewed,Breast cancer susceptibility 1 protein (Fragment),,1 out of 5
A0A485MLZ5,A0A485MLZ5_LYNPA,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A2K6TRA3,A0A2K6TRA3_SAIBB,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,5 out of 5
W8SHL3,W8SHL3_9EUTH,unreviewed,Breast cancer susceptibility 1 protein (Fragment),,1 out of 5
Q20CN8,Q20CN8_GIRCA,unreviewed,Breast and ovarian cancer susceptibility 1 (Fragment),,1 out of 5
A0A0C5Q1D0,A0A0C5Q1D0_9CHIR,unreviewed,Breast cancer 1 (Fragment),,1 out of 5
A0A1J0N2C3,A0A1J0N2C3_SCAAQ,unreviewed,Breast cancer 1 (Fragment),,1 out of 5
C1IZP8,C1IZP8_9META,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A7L7TQD2,A0A7L7TQD2_PTEAD,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
A0A4D6V006,A0A4D6V006_ANTFL,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
A0A4X2LVM6,A0A4X2LVM6_VOMUR,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
D8LAE4,D8LAE4_MICMB,unreviewed,Breast cancer susceptibility protein 1 (Fragment),,2 out of 5
B5SRG5,B5SRG5_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A0K0MVK0,A0A0K0MVK0_TALCA,unreviewed,Breast cancer protein 1 (Fragment),,1 out of 5
A0A2F0AYG7,A0A2F0AYG7_ESCRO,unreviewed,Breast cancer metastasis-suppressor 1 (Fragment),,1 out of 5
A0A2F0B8B3,A0A2F0B8B3_ESCRO,unreviewed,Breast cancer anti-estrogen resistance protein 3 (Fragment),,1 out of 5
A0A1J0N294,A0A1J0N294_9EUTH,unreviewed,Breast cancer 1 (Fragment),,1 out of 5
A0A485N4U9,A0A485N4U9_LYNPA,unreviewed,Breast cancer anti-estrogen,,1 out of 5
S7PZ47,S7PZ47_MYOBR,unreviewed,Breast cancer type 2 susceptibility protein like protein,,1 out of 5
A0A2K6CBY5,A0A2K6CBY5_MACNE,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A3Q7WEX9,A0A3Q7WEX9_URSAR,unreviewed,breast cancer type 2 susceptibility protein,,1 out of 5
A0A485MSR1,A0A485MSR1_LYNPA,unreviewed,Breast cancer type 2 susceptibility,,1 out of 5
A6MN41,A6MN41_MINFR,unreviewed,Breast cancer type 1 (Fragment),,1 out of 5
B5SRH3,B5SRH3_CRORH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
G9K3D1,G9K3D1_MUSPF,unreviewed,Growth regulation by estrogen in breast cancer-like protein (Fragment),,1 out of 5
A0A141NXE9,A0A141NXE9_MARIC,unreviewed,Breast cancer activating 1 protein (Fragment),,1 out of 5
C1IZM9,C1IZM9_MARIC,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A2K5IMD1,A0A2K5IMD1_COLAP,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,5 out of 5
A0A6J3B311,A0A6J3B311_VICPA,unreviewed,LOW QUALITY PROTEIN: breast cancer type 2 susceptibility protein,,1 out of 5
A0A291L676,A0A291L676_CROEL,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A141NXE0,A0A141NXE0_9META,unreviewed,Breast cancer activating 1 protein (Fragment),,1 out of 5
A0A141NXE7,A0A141NXE7_9META,unreviewed,Breast cancer activating 1 protein (Fragment),,1 out of 5
C1IZL6,C1IZL6_GLIVE,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A291L636,A0A291L636_CROEL,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
I3XIZ7,I3XIZ7_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A291L661,A0A291L661_CROEL,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A6I9HYX5,A0A6I9HYX5_VICPA,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A6J3AM01,A0A6J3AM01_VICPA,unreviewed,breast cancer metastasis-suppressor 1-like protein isoform X2,,1 out of 5
A0A6J0AAG4,A0A6J0AAG4_VICPA,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A6J0AAY9,A0A6J0AAY9_VICPA,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A0C5Q191,A0A0C5Q191_9CHIR,unreviewed,Breast cancer 1 (Fragment),,1 out of 5
A0A2Y9M7W4,A0A2Y9M7W4_DELLE,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
M1EG49,M1EG49_MUSPF,unreviewed,"Breast cancer 1, early onset (Fragment)",,1 out of 5
A0A291L648,A0A291L648_CROEL,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A6J3ASY7,A0A6J3ASY7_VICPA,unreviewed,breast cancer anti-estrogen resistance protein 3 isoform X2,,1 out of 5
A0A6I9IAA6,A0A6I9IAA6_VICPA,unreviewed,breast cancer anti-estrogen resistance protein 1 isoform X2,,1 out of 5
A0A4D6UZR3,A0A4D6UZR3_9META,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
A0A141NXG3,A0A141NXG3_9META,unreviewed,Breast cancer activating 1 protein (Fragment),,1 out of 5
A0A075WA50,A0A075WA50_MONKU,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
F2VY30,F2VY30_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A2Y9LVN1,A0A2Y9LVN1_DELLE,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A3Q0DQB5,A0A3Q0DQB5_CARSF,unreviewed,breast cancer type 1 susceptibility protein-like,,1 out of 5
L9JDB5,L9JDB5_TUPCH,unreviewed,Breast cancer type 2 susceptibility protein,,1 out of 5
A0A7J7EQH5,A0A7J7EQH5_DICBM,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A088MGF6,A0A088MGF6_ATEAL,unreviewed,Breast cancer protein 1 (Fragment),,1 out of 5
A0A2U3WUJ9,A0A2U3WUJ9_ODORO,unreviewed,breast cancer anti-estrogen resistance protein 1 isoform X2,,1 out of 5
A0A0C5PNS8,A0A0C5PNS8_MEGSP,unreviewed,Breast cancer 1 (Fragment),,1 out of 5
B5SRD9,B5SRD9_CROBC,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A075W3T4,A0A075W3T4_9META,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A2U3WUK3,A0A2U3WUK3_ODORO,unreviewed,breast cancer anti-estrogen resistance protein 1 isoform X1,,1 out of 5
D8LAF2,D8LAF2_UROBI,unreviewed,Breast cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A0S1RUL9,A0A0S1RUL9_9EUTH,unreviewed,Breast cancer 1 (Fragment),,1 out of 5
A0A2Y9M7X0,A0A2Y9M7X0_DELLE,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
B5SRJ4,B5SRJ4_9EUTH,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A291L682,A0A291L682_CROEL,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A291L629,A0A291L629_CROEL,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A291L652,A0A291L652_CROEL,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A0A7U2L6,A0A0A7U2L6_MARRO,unreviewed,Breast cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A141NXC9,A0A141NXC9_9META,unreviewed,Breast cancer activating 1 protein (Fragment),,1 out of 5
A0A6G7IRN6,A0A6G7IRN6_9EUTH,unreviewed,Breast cancer protein 1 (Fragment),,1 out of 5
A0A6J3AS81,A0A6J3AS81_VICPA,unreviewed,breast cancer anti-estrogen resistance protein 1 isoform X1,,1 out of 5
A0A2U3VWJ1,A0A2U3VWJ1_ODORO,unreviewed,breast cancer metastasis-suppressor 1-like protein isoform X2,,1 out of 5
A0A2U3WDR6,A0A2U3WDR6_ODORO,unreviewed,breast cancer type 2 susceptibility protein,,1 out of 5
A0A2U3WNJ7,A0A2U3WNJ7_ODORO,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A088MGD9,A0A088MGD9_ATEAL,unreviewed,Breast cancer protein 1 (Fragment),,1 out of 5
A0A0A7TWQ7,A0A0A7TWQ7_9META,unreviewed,Breast cancer susceptibility protein 1 (Fragment),,1 out of 5
A0A1B3LGN2,A0A1B3LGN2_CROEL,unreviewed,Breast cancer susceptibility 1 (Fragment),,1 out of 5
A0A6J3B5E7,A0A6J3B5E7_VICPA,unreviewed,Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27),,3 out of 5
A0A6J0APY1,A0A6J0APY1_VICPA,unreviewed,breast cancer anti-estrogen resistance protein 3 isoform X3,,1 out of 5
A0A2U3VGN7,A0A2U3VGN7_ODORO,unreviewed,breast cancer metastasis-suppressor 1 isoform X1,,1 out of 5
A0A2U3ZHX2,A0A2U3ZHX2_ODORO,unreviewed,breast cancer anti-estrogen resistance protein 3 isoform X4,,1 out of 5
A0A1B4Z9M4,A0A1B4Z9M4_CRYPR,unreviewed,"Breast cancer 1, early onset (Fragment)",,1 out of 5
A0A2Y9MX27,A0A2Y9MX27_DELLE,unreviewed,breast cancer metastasis-suppressor 1-like protein isoform X1,,1 out of 5
A0A1U7V502,A0A1U7V502_CARSF,unreviewed,breast cancer anti-estrogen resistance protein 3 isoform X1,,2 out of 5
A0A7D5SMH1,A0A7D5SMH1_9META,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
A0A1W5YSM7,A0A1W5YSM7_ERIEU,unreviewed,Breast cancer type 1 susceptibility protein (Fragment),,1 out of 5
A0A2U3VGQ5,A0A2U3VGQ5_ODORO,unreviewed,breast cancer metastasis-suppressor 1 isoform X2,,1 out of 5
A0A2U3VWS7,A0A2U3VWS7_ODORO,unreviewed,breast cancer metastasis-suppressor 1-like protein isoform X3,,1 out of 5
A0A7D5SN21,A0A7D5SN21_9META,unreviewed,Breast cancer susceptibility protein (Fragment),,1 out of 5
